ResponseID,Block,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,first_of_many,gender,age,zip_code,Amer_Ind,Asian,Black,Hispanic,Island,Middle_East,North_African,White,Other,Other_text,education,income,employment,attention2,pol_party,pol_party_other,freq_rec,nat_air_water,tech_sol,hum_abuse,balance_nat,ecol_crisis,nat_res,spaceship,hum_right,ecol_cat,lose_hab,plants_and_an,resp_harm,impact_dec,who_I_am,health_nat,think_wild,place_comm,citizen_care,family,identify,hum_elsewhere,feedback,lat,long,IPAddress,StartDate,EndDate,seen_turb,WP_US,wp_state,likely_cst_ec,attention_att
R_ezFAqUG11Mqi0v3,1,0,1,1,1,0,0,0,1,Much more likely to support,Female,32,60602,0,Asian,0,0,0,0,0,0,0,,Bechelor degree,"$50,000-$74,999",A homemaker ,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"I come across people who don't care about the environment almost every other day. Their attitude goes like this - if its a little hot, switch the AC on; if it is cold, switch the heater on; if you have money, buy any number of cars, even you need just one or don't need one at all; open the tap/shower in full force and just don't bother to control the water flow; leave the lights on only to create an ambience even when there is plenty of sunlight available; Do all kinds of exercise, in the name of exercise alone - walk, run, jump, dance and what not, but never 'walk' to a nearby store!; Lastly, give the excuse that one person alone cannot create any difference.",42.0092926,-88.09259796,24.14.67.200,7/14/15 9:17,7/14/15 9:46,Yes,Very positive,Encouraged,No difference,None of the Above
R_40XchjhEy0nAmxL,1,0,1,1,1,0,0,0,1,More likely to support,Female,29,2189,0,0,Black or African American,0,0,0,0,0,0,,Some college credit ,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Stongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.20680237,-70.9552002,73.38.213.231,7/14/15 10:07,7/14/15 10:26,Yes,Very positive,Encouraged,No difference,None of the Above
R_8xl0a3uNONomiup,1,0,1,2,0,0,1,2,1,More likely to support,Female,24,6110,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",None,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,it was ok,41.68559265,-72.73120117,72.200.162.60,7/14/15 11:19,7/14/15 11:25,No,Positive,Encouraged,No difference,None of the Above
R_5nDu09Ohy36sjVr,1,0,1,2,1,0,0,0,1,No effect on my attitude,Female,28,2806,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$35,000-$49,999",Self-employed,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,41.73950195,-71.32060242,68.9.41.161,7/14/15 12:46,7/14/15 13:00,Yes,Very positive,Encouraged,No difference,None of the Above
R_1NRgzUxHONK9Jtz,1,0,1,0,1,0,1,0,0,Less likely to support,Male,25,6812,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$175,000-$199,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,,41.37809753,-73.46910095,173.9.70.22,7/14/15 13:10,7/14/15 13:38,Yes,Very positive,Tolerated,Less likely    ,None of the Above
R_9B2xLMemFgPDDal,1,0,1,1,1,0,1,0,1,More likely to support,Female,33,4005,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Stongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,43.49609375,-70.48860168,184.153.128.207,7/14/15 15:19,7/14/15 15:27,Yes,Positive,Tolerated,No difference,0
R_1GDT2JHtbi6pfet,1,0,1,2,1,1,0,0,1,More likely to support,Male,61,2176,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$50,000-$74,999",Retired,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Stongly Disagree,Neither Agree nor Disagree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",Interesting HIT and I support it....,43.8500061,18.38330078,146.255.157.208,7/15/15 2:58,7/15/15 3:13,Yes,Very positive,Tolerated,Less likely    ,None of the Above
R_8v8fFiriLGfB3VP,1,0,1,0,1,0,0,0,1,Much more likely to support,Female,51,2852,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"Less than $10,000",Out of work,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Stongly Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Strongly Agree,Stongly Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,41.58770752,-71.46230316,108.34.151.210,7/15/15 11:40,7/15/15 11:59,Yes,Very positive,Encouraged,No difference,None of the Above
R_3LfDMnA3qEuedUx,1,0,1,1,1,0,0,0,1,No effect on my attitude,Female,33,1027,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Agree,Stongly Disagree,Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,42.17329407,-72.77149963,73.47.180.18,7/15/15 13:16,7/15/15 13:21,Yes,Very positive,Encouraged,No difference,None of the Above
R_0uiEagDZ8utTBJ3,1,0,1,1,1,0,0,0,1,No effect on my attitude,Female,63,6716,0,0,Black or African American,0,0,0,0,0,0,,Graduate degree or Professional degree ,"$100,000-$124,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","no, thank you.",41.59890747,-72.9776001,76.28.21.15,7/16/15 21:01,7/16/15 21:15,Yes,Very positive,Encouraged,No difference,None of the Above
R_cuonXDpuAwB7EUd,1,0,0,1,1,0,0,0,1,More likely to support,Female,21,6854,0,0,0,"Hispanic, Latino or Spanish",0,0,0,0,0,,Some college credit ,"Less than $10,000",Student,"Yes, I am an MT worker ",None,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Stongly Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,"No, this is <strong>very unlike </strong>how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,,41.14489746,-73.34279633,68.196.26.93,7/16/15 21:34,7/16/15 21:41,No,Neutral,Not sure,More likely,None of the Above
R_1FiDWtIbMBT6AzH,1,0,0,1,1,0,0,0,1,More likely to support,Female,37,1905,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",None,,"Sometimes, 10-20 times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",interesting survey,42.34509277,-71.09929657,69.43.65.108,7/17/15 7:01,7/17/15 7:11,Yes,Very positive,Encouraged,No difference,None of the Above
R_emLV4M5pLY6VEdT,1,0,2,2,2,1,2,2,1,No effect on my attitude,Female,19,1886,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$125,000-$149,000",Student,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,42.45860291,-71.35970306,71.192.10.94,7/20/15 10:41,7/20/15 10:49,No,Very positive,Encouraged,Much less likely,None of the Above
R_0oWwXewYpbwgTNX,1,0,0,2,2,0,0,0,1,No effect on my attitude,Female,38,2919,0,0,0,"Hispanic, Latino or Spanish",0,0,0,0,0,,Bechelor degree,"$100,000-$124,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Strongly Agree,Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,41.76939392,-71.46759796,74.97.36.23,7/20/15 10:41,7/20/15 10:53,Yes,Very positive,Encouraged,No difference,None of the Above
R_3Dw9IrzI1itpybr,1,0,0,0,1,0,1,0,1,Less likely to support,Male,31,32065,0,0,0,0,0,0,0,White European,0,,Associate degree,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,30.12939453,-81.77749634,71.199.81.133,7/20/15 10:47,7/20/15 10:54,Yes,Very positive,Encouraged,No difference,None of the Above
R_5ALEck3XOWIRRf7,1,0,1,1,1,0,0,0,1,Much more likely to support,Female,54,2108,0,0,0,0,0,0,0,White European,0,,High school graduate,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",I do not.,42.27929688,-71.24500275,24.91.54.94,7/20/15 11:12,7/20/15 11:20,No,Positive,Encouraged,No difference,None of the Above
R_bClxERZDA7gvv0N,1,0,0,2,2,0,2,0,1,More likely to support,Female,25,12204,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Sometimes, 10-20 times/year",Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,-99,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,42.68659973,-73.72899628,74.76.198.227,7/20/15 11:24,7/20/15 11:32,Yes,Neutral,Tolerated,Less likely    ,None of the Above
R_4UszAknxHX1fcMd,1,0,1,2,1,0,1,0,1,More likely to support,Female,22,2453,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$100,000-$124,999",Student,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.36990356,-71.23529816,108.20.233.157,7/20/15 13:06,7/20/15 13:18,Yes,Positive,Encouraged,No difference,None of the Above
R_b9K0jFJ8Lbw6YxT,1,0,1,0,1,0,0,0,1,More likely to support,Female,31,4106,0,0,0,0,0,0,0,White European,0,,Associate degree,"$15,000-$24,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Stongly Disagree,Stongly Disagree,Disagree,Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Agree,Agree,Stongly Disagree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",I hope that these wind turbines do happen and they do so with as little impact to the ocean as possible,43.62530518,-70.29550171,67.253.77.23,7/20/15 14:21,7/20/15 14:36,No,Very positive,Encouraged,No difference,None of the Above
